experiment_id,timestamp,hostname,os,wsl_status,experiment_name,git_commit,gpu,gpu_uuid,compute_capability,driver,cuda_runtime,cuda_toolkit,compiler,cmake_version,kernel,kernel_variant,dtype,M,N,K,warmup,iterations,seed,median_ms,p95_ms,min_ms,gflops,h2d_ms,d2h_ms,end_to_end_ms,end_to_end_gflops,latency_delta_ms,latency_delta_pct,throughput_delta_gflops,throughput_delta_pct,verification_status,max_abs_error,max_rel_error,status,cuda_errors,runtime_errors,environment_warnings,parent_experiment_id,baseline_experiment_id,optimization_description,notes
"EXP-000087","2026-08-30T21:28:01Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_tensorcore_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","tensorcore","wmma_16x16x16","fp16",128,128,128,3,10,42,0.0102239998523,0.0472271999344,0.00598399993032,410.241007491,0.113088000566,0.108224000782,0.237856000662,17.6337951884,null,null,null,null,"PASS",1.04904174805e-05,0.00137090682983,"PASS","","","NONE","","","",""
"EXP-000088","2026-08-30T21:28:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_cublas_fp16_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_gemmex_tensorop","fp16",128,128,128,3,10,42,0.0194879993796,0.0898048007861,0.00614400021732,215.2249658,0.121504001319,0.100671999156,0.25856000185,16.2217820621,null,null,null,null,"PASS",1.04904174805e-05,0.00137090682983,"PASS","","","NONE","","","",""
"EXP-000089","2026-08-30T21:28:04Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_cpu_128x131x125","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cpu","cpu","fp32",128,131,125,1,3,42,2.198201,2.2757936,2.185865,1.90701396278,0,0,0,0,null,null,null,null,"PASS",0,0,"PASS","","","NONE","","","","CPU wall-clock timing; GPU timing uses CUDA events"
"EXP-000090","2026-08-30T21:30:01Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",128,128,128,10,50,42,0.0265119997784,0.102928000689,0.0181440003216,158.203984424,0.152351997793,0.117807999253,0.324288010597,12.9338855059,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000091","2026-08-30T21:30:01Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",128,128,128,10,50,42,0.018335999921,0.0506319994107,0.011264000088,228.746946885,0.108880002052,0.100191999227,0.214687995613,19.5367420895,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000092","2026-08-30T21:30:01Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",128,128,128,10,50,42,0.105983998626,0.178235196322,0.0122880004346,39.5748797399,0.119631998241,0.105504002422,0.219663999975,19.0941802047,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000093","2026-08-30T21:30:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",128,128,128,10,50,42,0.0691520012915,0.154662401974,0.0204799994826,60.6534000704,0.197711996734,0.17356800288,0.370831996202,11.3105234795,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000094","2026-08-30T21:30:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",128,128,128,10,50,42,0.0233760001138,0.0688128009439,0.016351999715,179.427788312,0.103679999709,0.106847997755,0.224416002631,18.6898614663,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000095","2026-08-30T21:30:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register64","register_tile_64x64_bk8_tm4tn4","fp32",128,128,128,10,50,42,0.116736002266,0.183859205246,0.0901120007038,35.9298238638,0.214048005641,0.177136003971,0.514031991363,8.15961665904,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000096","2026-08-30T21:30:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","vectorized","float4_output","fp32",128,128,128,10,50,42,0.0163839999586,0.0508719997481,0.010048000142,256.000000646,0.114512000233,0.114479999989,0.233280003071,17.9796979801,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000097","2026-08-30T21:30:03Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","warp","warp","fp32",128,128,128,10,50,42,0.0645119994879,0.163307202607,0.0573440007865,65.015873532,0.125007998198,0.0895680002868,0.323535993695,12.9639486231,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000098","2026-08-30T21:30:03Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",128,128,128,10,50,42,0.0152479996905,0.0651247993112,0.00716800009832,275.072408522,0.110096000135,0.100511997938,0.237920001149,17.629051697,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000099","2026-08-30T21:30:04Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",1024,1024,1024,10,50,42,3.27014398575,3.55911682844,2.99721598625,656.693912366,1.14632004499,1.05790400505,4.59166407585,467.691802476,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000100","2026-08-30T21:30:05Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",1024,1024,1024,10,50,42,2.19219195843,2.64494078159,2.16576004028,979.605658959,1.12873601913,0.627663999796,4.42126393318,485.717134388,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000101","2026-08-30T21:30:05Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",1024,1024,1024,10,50,42,2.47640001774,2.86443367004,2.46476793289,867.179628742,1.08080005646,0.65982401371,4.49681591988,477.556494698,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000102","2026-08-30T21:30:06Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",1024,1024,1024,10,50,42,2.5845760107,3.07541439533,2.54156804085,830.884307177,1.12782400846,0.654239982367,4.43891191483,483.786046943,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000103","2026-08-30T21:30:06Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",1024,1024,1024,10,50,42,1.31379199028,1.51721119285,1.30150401592,1634.56899105,1.1812800169,0.625760018826,3.49420797825,614.583808797,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000104","2026-08-30T21:30:07Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register64","register_tile_64x64_bk8_tm4tn4","fp32",1024,1024,1024,10,50,42,0.765951991081,0.98606082499,0.749567985535,2803.67917703,1.31388801336,0.679360002279,3.09961605072,692.822469899,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000105","2026-08-30T21:30:07Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","vectorized","float4_output","fp32",1024,1024,1024,10,50,42,0.847712010145,0.972185599804,0.774143993855,2533.2702879,1.01748800278,0.569712013006,2.5380320549,846.121562513,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000106","2026-08-30T21:30:07Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","warp","warp","fp32",1024,1024,1024,10,50,42,20.80768013,21.5903678894,19.5809288025,103.206298568,1.15451204777,0.609408020973,22.4127845764,95.8151201908,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000107","2026-08-30T21:30:09Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",1024,1024,1024,10,50,42,0.25750400126,0.299212796986,0.231424003839,8339.61273415,0.962016016245,0.590048015118,1.99028801918,1078.98134707,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000108","2026-08-30T21:30:10Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",2048,2048,2048,10,50,42,18.2880315781,19.1735578537,17.5122566223,939.405048087,4.13876795769,2.17504000664,24.1150245667,712.413505386,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000109","2026-08-30T21:30:13Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",2048,2048,2048,10,50,42,18.9756479263,20.1799247742,17.8094081879,905.364035563,4.02401614189,2.13144004345,25.8179044724,665.424616564,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000110","2026-08-30T21:30:15Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",2048,2048,2048,10,50,42,20.6878242493,21.6992261887,19.6874237061,830.433832819,3.92660796642,2.1958719492,27.2339839935,630.824678023,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000111","2026-08-30T21:30:17Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",2048,2048,2048,10,50,42,21.5904321671,22.4636924744,20.4759044647,795.716780983,3.9922721386,2.06720006466,27.7380638123,619.360792458,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000112","2026-08-30T21:30:19Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",2048,2048,2048,10,50,42,10.5968317986,11.258368063,10.1928958893,1621.22693939,4.06662392616,2.28216004372,17.5725440979,977.654065814,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000113","2026-08-30T21:30:20Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register64","register_tile_64x64_bk8_tm4tn4","fp32",2048,2048,2048,10,50,42,5.85363221169,6.57386877537,5.63609600067,2934.90751771,4.35468816757,2.47196805477,13.0589761734,1315.56019062,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000114","2026-08-30T21:30:21Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","vectorized","float4_output","fp32",2048,2048,2048,10,50,42,7.88120007515,8.60692472458,6.72636795044,2179.85446635,3.99811184406,2.26796805859,13.2035684586,1301.15349028,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000115","2026-08-30T21:30:23Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","warp","warp","fp32",2048,2048,2048,10,50,42,234.271202087,245.363457489,232.074234009,73.3332523627,4.13955187798,2.19713592529,241.652206421,71.093367772,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000116","2026-08-30T21:30:42Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",2048,2048,2048,10,50,42,2.18623995781,2.53183517456,1.74899196625,7858.1809479,3.97055995464,2.17163205147,8.38951969147,2047.77744326,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000117","2026-08-30T21:30:44Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",4096,4096,4096,10,50,42,172.184059143,179.233844757,168.102905273,798.209509963,15.9467525482,8.69704008102,196.474449158,699.525836877,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000118","2026-08-30T21:31:00Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",4096,4096,4096,10,50,42,176.400894165,195.460144043,171.281219482,779.128439924,16.4639520645,8.40040016174,201.646446228,681.583811879,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000119","2026-08-30T21:31:16Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",4096,4096,4096,10,50,42,174.818817139,177.10884552,171.409408569,786.179404034,15.1096959114,7.96862411499,194.548667908,706.450241732,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000120","2026-08-30T21:31:31Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",4096,4096,4096,10,50,42,177.30544281,188.504425812,175.132354736,775.153606645,15.6392803192,8.56113576889,201.728866577,681.305337228,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000121","2026-08-30T21:31:47Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",4096,4096,4096,10,50,42,95.3644332886,97.5794361115,93.2782058716,1441.197192,15.3043837547,8.39340782166,115.552799225,1189.40392958,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000122","2026-08-30T21:31:56Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register64","register_tile_64x64_bk8_tm4tn4","fp32",4096,4096,4096,10,50,42,55.104511261,57.0298683167,52.225025177,2494.1506662,15.1623840332,8.26422405243,75.1515846252,1828.82309345,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000123","2026-08-30T21:32:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","vectorized","float4_output","fp32",4096,4096,4096,10,50,42,68.4784660339,75.0809780121,63.5115509033,2007.03902164,15.4174399376,8.40142393112,82.9607200623,1656.67503089,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000124","2026-08-30T21:32:08Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","warp","warp","fp32",4096,4096,4096,10,50,42,2720.2401123,2819.73623047,2701.20141602,50.5245668757,15.4451041222,9.20259237289,2753.55407715,49.9132937365,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000125","2026-08-30T21:35:49Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_4096","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",4096,4096,4096,10,50,42,19.719168663,21.0491909981,18.4156150818,6969.81479395,15.6207361221,8.52295970917,39.46159935,3482.85309607,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000126","2026-08-30T21:35:52Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","rectangular_4096x1024x2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",4096,1024,2048,10,50,42,19.4524965286,20.3166356087,18.5834236145,883.170402252,4.88283205032,2.0763040781,26.1011686325,658.203064617,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000127","2026-08-30T21:35:55Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","rectangular_4096x1024x2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",4096,1024,2048,10,50,42,20.0942239761,20.7766529083,18.6818561554,854.965546537,4.96916794777,2.28785598278,26.6987838745,643.470102037,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000128","2026-08-30T21:35:57Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","rectangular_4096x1024x2048","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",4096,1024,2048,10,50,42,20.8839673996,22.0875038147,19.8225288391,822.634361339,5.46215987206,2.27841603756,28.930768013,593.826931116,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
