experiment_id,timestamp,hostname,os,wsl_status,experiment_name,git_commit,gpu,gpu_uuid,compute_capability,driver,cuda_runtime,cuda_toolkit,compiler,cmake_version,kernel,kernel_variant,dtype,M,N,K,warmup,iterations,seed,median_ms,p95_ms,min_ms,gflops,h2d_ms,d2h_ms,end_to_end_ms,end_to_end_gflops,latency_delta_ms,latency_delta_pct,throughput_delta_gflops,throughput_delta_pct,verification_status,max_abs_error,max_rel_error,status,cuda_errors,runtime_errors,environment_warnings,parent_experiment_id,baseline_experiment_id,optimization_description,notes
"EXP-000261","2026-08-31T08:20:28Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_odd_127x131x125","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",127,131,125,3,10,42,0.135679997504,0.162422398478,0.0174720007926,30.6548502102,0.198655992746,0.115872003138,0.243200004101,17.1021789879,null,null,null,null,"PASS",6.19888305664e-06,0.000745058059692,"PASS","","","NONE","","","",""
"EXP-000262","2026-08-31T08:20:29Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",129,257,193,2,6,42,0.0311520006508,0.0609280010685,0.0266239997,410.794097736,0.124623999,0.0655199997127,0.331599995494,38.5918521529,null,null,null,null,"PASS",5.72204589844e-06,0.000673462636769,"PASS","","","NONE","","","",""
"EXP-000263","2026-08-31T08:20:29Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",129,257,193,2,6,42,0.0311199994758,0.0347680002451,0.0266239997,411.216523637,0.125840000808,0.0759360007942,0.347120001912,36.8663802993,null,null,null,null,"PASS",5.72204589844e-06,0.000673462636769,"PASS","","","NONE","","","",""
"EXP-000264","2026-08-31T08:20:29Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",129,257,193,2,6,42,0.0348160006106,0.0706080012023,0.0337920002639,367.562550999,0.182336002588,0.107664000243,0.445488005877,28.7259316327,null,null,null,null,"PASS",5.72204589844e-06,0.000673462636769,"PASS","","","NONE","","","",""
"EXP-000265","2026-08-31T08:20:30Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",129,257,193,2,6,42,0.053744001314,0.136904001236,0.0406400002539,238.111374053,0.137759998441,0.0880479998887,0.411088004708,31.129728558,null,null,null,null,"PASS",5.72204589844e-06,0.000673462636769,"PASS","","","NONE","","","",""
"EXP-000266","2026-08-31T08:20:30Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",129,257,193,2,6,42,0.0368640013039,0.0863440018147,0.0296960007399,347.142403086,0.128655999899,0.103456001729,0.376223996282,34.0144651231,null,null,null,null,"PASS",5.72204589844e-06,0.000673462636769,"PASS","","","NONE","","","",""
"EXP-000267","2026-08-31T08:20:30Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register64","register_tile_64x64_bk8_tm4tn4","fp32",129,257,193,2,6,42,0.115344002843,0.15085599944,0.102527998388,110.946886571,0.201648004353,0.144656002522,0.488416001201,26.2011440423,null,null,null,null,"PASS",5.72204589844e-06,0.000673462636769,"PASS","","","NONE","","","",""
"EXP-000268","2026-08-31T08:20:30Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","vectorized","float4_output","fp32",129,257,193,2,6,42,0,0,0,0,0,0,0,0,null,null,null,null,"NOT_APPLICABLE",0,0,"UNSUPPORTED","","","NONE","","","","float4 vectorized kernel requires N divisible by 4"
"EXP-000269","2026-08-31T08:20:30Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","warp","warp","fp32",129,257,193,2,6,42,0.0732160024345,0.100608000532,0.0655359998345,174.78498654,0.113359998912,0.0687200017273,0.358191996813,35.726811637,null,null,null,null,"PASS",9.53674316406e-06,0.00106009038665,"PASS","","","NONE","","","",""
"EXP-000270","2026-08-31T08:20:31Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_rectangular_129x257x193","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",129,257,193,2,6,42,0.150400005281,0.175920002162,0.0286079999059,85.0868188209,0.31953600049,0.145616002381,0.786511987448,16.2706458442,null,null,null,null,"PASS",1.19209289551e-05,0.00217597500418,"PASS","","","NONE","","","",""
"EXP-000271","2026-08-31T08:20:31Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_tensorcore_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","tensorcore","wmma_16x16x16","fp16",128,128,128,3,10,42,0.0136799998581,0.0780799999833,0.00585599988699,306.60117277,0.159632004797,0.126880005002,0.300175994635,13.9728161977,null,null,null,null,"PASS",1.04904174805e-05,0.00137090682983,"PASS","","","NONE","","","",""
"EXP-000272","2026-08-31T08:20:32Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_cublas_fp16_128","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_gemmex_tensorop","fp16",128,128,128,3,10,42,0.0471040010452,0.0497871987522,0.00614400021732,89.043476285,0.102639999241,0.101103998721,0.232191994786,18.0639474839,null,null,null,null,"PASS",1.04904174805e-05,0.00137090682983,"PASS","","","NONE","","","",""
"EXP-000273","2026-08-31T08:20:33Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","correctness_cpu_128x131x125","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cpu","cpu","fp32",128,131,125,1,3,42,2.534377,2.8247386,2.176617,1.6540554148,0,0,0,0,null,null,null,null,"PASS",0,0,"PASS","","","NONE","","","","CPU wall-clock timing; GPU timing uses CUDA events"
"EXP-000274","2026-08-31T08:24:11Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","persistence_test","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",256,256,256,2,5,42,0.177151992917,0.198451194167,0.0552960000932,189.410412197,0.315903991461,0.16681599617,0.727360010147,46.1318075395,null,null,null,null,"PASS",6.67572021484e-06,0.000920981493209,"PASS","","","NONE","","","",""
"EXP-000275","2026-08-31T08:30:37Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","profile_register_256x256x256_20260831T083034Z","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",256,256,256,0,1,42,1639.86694336,1639.86694336,1639.86694336,0.0204616796112,0.260448008776,0.184095993638,0.70447999239,47.6300709211,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000276","2026-08-31T08:31:35Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","profile_register_256x256x256_20260831T083133Z","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",256,256,256,0,1,42,1483.80090332,1483.80090332,1483.80090332,0.0226138371563,0.210431993008,0.0962240025401,0.888447999954,37.7674686664,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000277","2026-08-31T08:33:15Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","profile_register_256x256x256_20260831T083313Z","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",256,256,256,0,1,42,1593.43310547,1593.43310547,1593.43310547,0.0210579483286,0.228320002556,0.148864001036,0.703360021114,47.7059130356,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","EXP-000274","","metadata_persistence_test","verification disabled by --no-verify"
"EXP-000278","2026-08-31T08:38:26Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","profile_register_256x256x256_20260831T083823Z","ee26e3c309d59e863c857f663aa0f3cc3a45077a","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",256,256,256,0,1,42,1456.17346191,1456.17346191,1456.17346191,0.0230428811386,0.279296010733,0.124255999923,0.695967972279,48.2126093966,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","EXP-000274","EXP-000274","baseline_forwarding_test","verification disabled by --no-verify; baseline environment/workload does not match; deltas unavailable"
"EXP-000279","2026-08-31T08:49:01Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",128,128,128,10,50,42,0.012032000348,0.019455999136,0.011264000088,348.595734599,0.112015999854,0.106352001429,0.226351998746,18.5300064644,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000280","2026-08-31T08:49:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",128,128,128,10,50,42,0.019455999136,0.100915196911,0.011264000088,215.578956942,0.140031993389,0.128880001605,0.260591998696,16.0952908032,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000281","2026-08-31T08:49:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",128,128,128,10,50,42,0.0202879998833,0.0531167995185,0.0122880004346,206.738171536,0.119392000139,0.117279998958,0.231311999261,18.1326693531,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000282","2026-08-31T08:49:02Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",128,128,128,10,50,42,0.0225120000541,0.237771202624,0.0140159996226,186.31414312,0.117599997669,0.11027199775,0.236383996904,17.7436038604,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000283","2026-08-31T08:49:03Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",128,128,128,10,50,42,0.0173920001835,0.0670592019334,0.016351999715,241.162830943,0.115887999535,0.108304001391,0.232271999121,18.0577254937,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000284","2026-08-31T08:49:03Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register64","register_tile_64x64_bk8_tm4tn4","fp32",128,128,128,10,50,42,0.0286240000278,0.0546303994954,0.0276480000466,146.531022776,0.12212799862,0.124480001628,0.261999994516,16.0087942282,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000285","2026-08-31T08:49:03Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","vectorized","float4_output","fp32",128,128,128,10,50,42,0.0111839999445,0.0671536011621,0.00998399965465,375.02718355,0.119839999825,0.124416001141,0.270576000214,15.5013896158,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000286","2026-08-31T08:49:03Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","warp","warp","fp32",128,128,128,10,50,42,0.0654559992254,0.159641601145,0.0573440007865,64.0782212423,0.115823999047,0.10974400118,0.288720011711,14.5272368726,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000287","2026-08-31T08:49:04Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_128","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",128,128,128,10,50,42,0.00819199997932,0.08140800111,0.00716800009832,512.000001293,0.101487997919,0.106399998069,0.207695998251,20.1944381948,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000288","2026-08-31T08:49:04Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",1024,1024,1024,10,50,42,2.9951839447,3.084910357,2.4903678894,716.978885987,1.41583997011,0.768015980721,4.89759993553,438.476738866,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000289","2026-08-31T08:49:05Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",1024,1024,1024,10,50,42,2.42124795914,2.72008641958,2.17088007927,886.932558847,1.0231680274,0.605136007071,3.98486399651,538.910148473,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000290","2026-08-31T08:49:06Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",1024,1024,1024,10,50,42,2.54259204865,2.66856162548,2.46579194069,844.604091775,0.999167978764,0.574015974998,4.18921613693,512.621831342,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000291","2026-08-31T08:49:06Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",1024,1024,1024,10,50,42,2.54769599438,2.90193274021,2.54156804085,842.912047882,0.983808010817,0.572751998901,4.25907206535,504.213973149,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000292","2026-08-31T08:49:07Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",1024,1024,1024,10,50,42,1.44384002686,1.68074880242,1.30252802372,1487.34181631,0.983359992504,0.575776010752,3.14321601391,683.212238197,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000293","2026-08-31T08:49:07Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register64","register_tile_64x64_bk8_tm4tn4","fp32",1024,1024,1024,10,50,42,0.759808003902,0.830459210277,0.749567985535,2826.3503898,1.08065599203,0.614192008972,2.90508806705,739.214646314,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000294","2026-08-31T08:49:08Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","vectorized","float4_output","fp32",1024,1024,1024,10,50,42,0.794111996889,0.927436798811,0.769024014473,2704.25790872,1.06876802444,0.603152006865,2.59654402733,827.054586942,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000295","2026-08-31T08:49:08Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","warp","warp","fp32",1024,1024,1024,10,50,42,23.5709438324,24.3582942963,22.3957118988,91.1072404767,1.37696003914,0.656767994165,24.4594240189,87.7978012215,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000296","2026-08-31T08:49:10Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_1024","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","cublas","cublas_sgemm","fp32",1024,1024,1024,10,50,42,0.246752001345,0.305459198356,0.231424003839,8703.00397279,1.05312001705,0.622927993536,2.01870393753,1063.79326264,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000297","2026-08-31T08:49:11Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","naive","naive","fp32",2048,2048,2048,10,50,42,21.2944793701,22.1361413002,20.5813751221,806.775732123,5.64254403114,2.92916798592,28.2699203491,607.708439636,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000298","2026-08-31T08:49:14Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","coalesced","coalesced","fp32",2048,2048,2048,10,50,42,21.7338876724,22.636674881,20.728767395,790.464616498,4.66419196129,2.34862399101,26.4540157318,649.423866613,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000299","2026-08-31T08:49:16Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared16","shared_tile_16x16","fp32",2048,2048,2048,10,50,42,21.3805437088,22.225014782,20.4093437195,803.528171125,4.66598391533,2.34932804108,27.8924484253,615.932632448,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000300","2026-08-31T08:49:18Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","shared32","shared_tile_32x32","fp32",2048,2048,2048,10,50,42,20.8552961349,21.7084413528,20.4503040314,823.765295531,4.0128480196,2.22649598122,27.7645759583,618.76937036,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
"EXP-000301","2026-08-31T08:49:21Z","LAPTOP-20FJA14N","Ubuntu 24.04.4 LTS","WSL2_GPU_DEVICE_PRESENT","square_2048","ef8c085a3195dfbda10e670e097b40db58ad59b1","NVIDIA GeForce RTX 4060 Laptop GPU","GPU-0902d391eeed82e813313d29c15d036c","8.9","595.97","12.0","12.0","13.3.0","cmake version 3.28.3","register","register_tile_32x32_bk8_tm2tn2","fp32",2048,2048,2048,10,50,42,11.7201919556,12.544256258,11.5179519653,1465.83513727,4.17969584465,2.34457600117,17.1011199951,1004.60491412,null,null,null,null,"NOT_VERIFIED",0,0,"PASS","","","NONE","","","","verification disabled by --no-verify"
